Comments_in_chinese,Rating,Ground_truth
戏份太少 但是笑翻,5,P
晚上重温了《纵横四海》，就是偏爱这三位：狄龙，周润发，张国荣。,5,P
喜欢这个故事本身 :.五星,5,P
实现了好多人的梦想：住在超市里！娜塔莉波特曼转个身都是芭蕾范儿。,5,P
节奏很慢，很安静的片，适合一个人看，娜塔丽美哭。,5,P
真的是好片子,5,P
太多高大上的评论，其实这个电影就跟《阳光小美女》一样，只想告诉你，生活随时都在改变但仍旧继续。人有残酷的一面，但更该相信，人也有善良的一面，这个才是我们应该一直传承下去的。其实残酷的场面事件一点都不小儿科，只是主人公的心，决定着命运的走向。就算被抛弃，也不要放弃。,5,P
世界上最遥远的距离，是你就在眼前，却无法彼此相拥。,5,P
"很早看的剧本，哭的一塌糊涂。
很多年之后看了电影，另有一番滋味。
“当我感到快乐时，我最害怕的就是失去它”……",5,P
最近看废柴联盟，陶艺老师一开始就会说，禁止在我的课上做任何Ghost的pose，以及不许哼主题曲,5,P
仅那一个经典片段就足以载入影史，当然了，周星星同学的模仿不在此讨论范围之内。,5,P
好像是95还是96年看的，看着红色题材长大的我，算是开了眼界，女主角很漂亮，男主角很勇敢非常爱女主角，真是惋惜！歌曲太好听了，是我好多年单曲循环的首选,5,P
不好看。,1,N
这特么又是个啥。,1,N
女主因为男友和闺蜜上，于是一边对镜头瘆人的笑，一边拿针管一直捅做过的男的，顺带捅女的，乱七八糟,1,N
情色片拍成这样烂也真不容易。,1,N
辣鸡,1,N
不好看 啥呀！,1,N
女主有点像林依晨。关键林又不对我口味，差评。,1,N
一个关于女主为情多次杀人的故事,1,N
没字幕，是回忆片么？,1,N
原来是惊悚片,1,N
女猪脚不好看。。。。,1,N
无聊到爆,1,N
想看,1,N
电影很好看，制作很精良，演员演的好 ，感情戏特别到位。与其说是惊悚片，不如说是一部荡气回肠的爱情片 ，结尾很感人,5,P
前半场确实有点恐怖，但不像其它恐怖片纯为恐怖而制造恐怖，里面的画质很美，林心如这次用的是原声，很精彩，凄婉的爱情，虐心的亲情，比京城81号更有诚意的一部片子，值票价。,5,P
"诚意之作，很有深度的一部影片，需要慢慢体会里面的深意，全5分，推荐观看
",5,P
文隽黔驴技穷。,1,N
这不是一部恐怖片，恐怖只是噱头而已，虽然是一部爱情片，但是我认同影片传达的价值观，人或多或少都是爱慕虚荣的。结尾不管是配乐还是剧情还是画面，都必须点赞,5,P
不错，爱情方面很赞，也有恐怖镜头，广电有限制，做到这样很不错了，3D效果很棒,5,P
还不错，剧情完整，场景华丽，是一部有诚意的作品，并不恐怖。,5,P
国产恐怖电影里的又一个里程碑，质量上乘、剧情构思巧妙，林心如的演技爆发，完美诠释了角色，电影中的配乐也恰到好处，是一部值得一看的上乘之作。,5,P
因形害意,1,N
草！！！0分！！！！！！！,1,N
富强、民主、文明、和谐，自由、平等、公正、法治，爱国、敬业、诚信、友善,1,N
多年前卡鲁斯的前作《雷管》看的我云里雾里，这部新作又是雾里云里。但电影内核散发出来的神秘与诗意让人不禁赞叹。电影讨论了当你失去所有之后，你是走向神还是走向自然。女主角在与“造物主”之间角力的同时，发现了生命与生命，生命与自然的重合，所有断然的杀死了“养猪者”，而获得新生与自由。,5,P
1.5，欸欸欸，不要每個人都來搞馬力克風格好不好，人家至少畫外音寫得很完美，鏡頭雖碎但總能嵌入整體結構，這部片媽的就是要搞人嘛！鏡頭漂亮又如何？人物漂亮又怎樣？沒有人家的哲學底子就不要跟人搞這一套嘛，還跟小豬療癒傷痛咧，真是他媽的療你個老母啊！,1,N
感官（视效）愉悦，情绪（剪辑）调动，思维停滞。,5,P
也算哥伦比亚人的骄傲了。我必须说这片子是100% made in colombia.不能完全代表南美。。。,5,P
牛！,5,P
朴素真实，我们都会经历,5,P
几十年前的影片，还是能极其准确的命中现在的人，开头觉得有点儿乏味，越看越喜欢,5,P
不喜勿进,1,N
垃圾片  好好说话能死吗？,1,N
4.5,5,P
beautiful eyes,5,P
太好看了 镜头太漂亮 也经常让人忘了是在演戏 到工作地点那一块 镜头一个一个推过去 也一个一个清晰地描述了每个人的生活 不同的人和工作,5,P
比布列松的白夜还好，白夜跟这部比起来都有点矫情了。至于怎么会比布列松还好，真是一个谜啊。,5,P
"35mm print, the Non-Actor series at Walter Reade Theater",5,P
苦涩的年轻人,5,P
从本片中多少还是能够看到意大利新现实主义对成长于这一时期的意大利导演的影响。贯穿于埃尔米诺奥尔米整个创作生涯的现实主义倾向，在本片和《木屐树》中体现的最为明显。实景拍摄和非职业演员。即便是在这样一部描写少年求职的影片中也不忘展示其他工作人员的生活群像，细腻生动，让人为之动容。,5,P
毁了我对机器猫的美好幻想,1,N
很有蓝猫的风范。。。,1,N
耶稣在沙漠中斋戒40天，遭到恶魔蛊惑后，重新找回人性的故事，影片并非源自《圣经》，而是影片导演兼编剧罗德里格·加西亚想象出来的故事。,5,P
导演你竟然让一个连胡子都是金色的欧比旺演一个连头发都是弯的的耶稣,1,N
这是什么hyde啊！！！！！为什么要随随便便加进来一些一点也提不起性致的床戏！,1,N
雷屎我鸟,1,N
2010最喜欢的剧场版。,5,P
oh shit 被恶心到了！！！！！！！！吐到死！！！！！！！！！,1,N
"Holy shit!
",1,N
烂到我看的头晕脑胀···,1,N
看不懂啊，对宗教没有什么了解,1,N
终于开打了，开打了，打了，了。。。。,5,P
我是疯了才会去看这部电影。,1,N
我吐了,1,N
我的视角不同 特效和情节确实很模糊 你仔细的看 开篇情侣从草地上缓缓而来是表现爱情的唯美画面 男主不离不弃 女主对爱情的执着 最后变成了蛇 男主也被女主吞噬 他们尝到背叛封建礼教的恶果 他们所遇到的所有人 坏人都得到了贪婪的惩罚 是部有深意的好片子啊 是要我们向善和勇敢的片子,5,P
沙漠之花欧比旺,5,P
演技很好,5,P
庞大世界展开的感觉，精致的机战，极富冲击力的画面和细节，浮上水面的角色冲突，渐入佳境，今晚回去看4！,5,P
命运に反抗ぉ,5,P
女演员好辛苦……,1,N
高三看的！,1,N
吐来吐去的烂片,1,N
傻鸡巴！,1,N
全片唯一亮点就是片尾曲和最后出品公司写的一段话,1,N
主要是切合了我的时间感,5,P
台词雷人，口音更雷人，跟演话剧似的。,1,N
CCTV6。孙中山不是娶过好几个老婆..,1,N
所以说，我怕文艺女青年,1,N
两年没看过这么有智慧含量的电影了。,5,P
真美妙。日子可能很糟，但是记录它不会太糟。看一个人不要看ta现在拥有什么，看他曾经为了什么而舍弃了什么。 ?  PS 想要买相机 禄来 ?,5,P
，，，,5,P
说是情色 。。。剧情零分,1,N
更多福利关注微信：funv180,1,N
还想看,5,P
在哪可以看,1,N
性是爱，爱说的男人。“离别的痛苦。那成熟的“单纯的隐的相遇之旅，舒适的硕民。这三个男人的重心成英。性是人的交往。,5,P
实在是太有感触了！初入社会的青涩胆小，职场的排位，不过一个分数题还要算一个小时意大利人的数学没问题吗,5,P
现实主义，年复一年的工作的开始,5,P
迷茫，不安，适应，然后沦为平庸,5,P
一个古典甜茶，想要拥有！！！！！,5,P
前半截还以为要拍成“米兰爱情故事”呢，结果女主角其实并不是女主角……意大利人这种丧中带乐的调性我真是无法抗拒啊。什么叫青春片？这不就是最优秀的青春片？少年终究走进社会，一开始的纯真美好的幻想也会一点点破灭，但本片近乎白描的叙事，没有对社会持任何态度，没有赞誉也没有批判，你看得到单调乏味和不近人情的工作，也看得到同事们一起抱着新生儿的喜悦和晚会的狂欢，你又能说哪部分是假的吗？生活不好也不坏，它就是生活而已。,5,P
什么狗屁剧情简介，把这么没的片子说成这个……,5,P
大量城市空间影像，在舞池跳舞！被钉在办公室里，一切就会结束,5,P
真牛逼，新现实主义+新浪潮，生动、丰富、朴实、深刻。女主真可爱。,5,P
意外地精彩！外遇怎么了？遇到了真爱依然可以大胆追求，追求属于自己的幸福！“单相思不是爱，是监狱”“如果你想成功就必须把手弄脏”很棒的两句话！,5,P
画面很美，故事衔接很好，环环相扣，良心之作，很值得进电影院。,5,P
哭死了~这导致我后来看美剧《Ghoet Whisper》的时候，心里有了不详的预感~啊~结果那成真了……操！,5,P
今天终于看了《人鬼情未了》，简单的爱情故事，感人的是主题曲和那场吻戏！,5,P
看完意犹未尽，非常不错的一部中国惊悚片，尤其是3D效果非常好。出了林正英的恐怖片外，魔宫绝对是一部值得看的题材。,5,P
华语惊悚片三铁角组合的电影必看，画面非常美，3d效果超赞，良心之作，强烈推荐。,5,P
故事完整、精彩，心如的扮相很棒,5,P
总得来说还行，虽然还是没鬼，但比起其他国产的惊悚片这部要好的多,5,P
导演居然是Jerry Zucker。确实有那么点苗头。,5,P
"很多年了,始终记得一开场她们做陶的那一场,好幸福的场景.还有,猫也许真是一种通灵的动物,你看它的眼睛.",5,P
1990年這樣的電影實在是太棒了，趁來得及愛，趕緊愛。,5,P
林心如很漂亮，电影非常好看,5,P
我一直觉得惊悚片，惊悚只是外衣，能让观众在观影的时候有恐怖的氛围即可，而故事的剧情，里面所传达的爱情才是关键的。无疑，这部电影比前作有了更丰满的故事，林心如的表演层次也很好，把人物角色表演的很立体。推荐观影。,5,P
这部片子国内少有的制作精良的恐怖片，剧情，美术，音箱，演员都还不错，值得一看。,5,P
谁说没诚意我跟谁急！！国产恐怖片拍成这样你们还想咋的？,5,P
人物性格塑造得还可以，剧情和矛盾冲突也不突兀，惊悚悬疑元素也很有诚意，相比之前看的国产“恐怖片”，这次我要给满分。,5,P
虽然拍摄的时间有点早，但是经典就是经典,5,P
小时候父母用小电视看的时候都会让我们蒙上眼说是少儿不宜看了要被吓哭，导致我一直都想不起来看，前两天电视上重播我看了一遍原来这么好看，哎，好人上天堂坏人下地狱这种简单的是非观挺适合小朋友看的啊靠！,5,P
哆啦A梦08年的最新剧场版，感觉太差了……有云之国珠玉在前，何必再玩一次树小子呢？而且欢乐与煽情能不能不要这么做作啊，还有，哆啦A梦的腿怎么可以那么长啊喂！！,1,N
它长得很像长江7号啊！！！我承认我又没看懂,1,N
好弱智啊,1,N
哎呦中国上映的可真够早的 ,5,P
为了掘北真心加一星。。,5,P
非常的可爱，很有教育意义,5,P
行走的歌谣,5,P
一生等待的不过是如此的一次旅行。一次朝圣，一次对回忆，对信仰，对承诺，对爱，对坚持，对一切美好事物的苦修式的朝圣。无止息的风声，飘摇的手风琴，荒芜世界里，最后一个虔诚的背影。,5,P
"就给一分吧。
好几次睡前看，看着看着就没知觉了。周六晚继续看，还是没撑过十二点。早晨七点钟醒来，成功被催眠，睡到十一点钟。不甘心，继续……睡到了下午两点。。。。。。。。。。。。。。。。。我擦。。。。。。。。。。。。。深受打击啊。。。。。。。。。。。这片子的声音超诡异。",1,N
剪辑大赞，让节奏感和时间感都还能充满原创力。人猪虫花的主题极佳，浸入感也做得很好。,5,P
不明觉头好痛，不明觉神经病，不明觉片长是不是有九百分钟，不明觉为什么还没放完，不明觉自己太low，不明觉负分滚粗，不明觉亵渎电影又在说什么狗屁,1,N
This isnot useless...and where are you？,5,P
打五星平衡一下,5,P
虽说有以多年不见面的父女为主角的两条线索，但两个故事几乎没太大交集，父女之间的纠葛也不冷不热，连对手戏都没几场。导演到最后也没想好到底是拍犯罪还是拍父女的关系，结果全部都失败,1,N
竹岛将同名小说改，其作品非常恶俗，就是暴力+性。这种因为停车纠纷被打死的屑作家有什么记念的必要吗(半恼),1,N
莫名其妙吖兄弟,1,N
成本小到纸壳箱特效了,1,N
特效烂,1,N
拍恐怖片也得按基本法啊。。。,1,N
好恶心，不停的吐，变成大蛇了干脆把列车吞了。,1,N
烂的今世骇俗！都不想废话去形容它有多烂~,1,N
也不怎么好，就是5星算算平均数,5,P
恶心死了,1,N
如果是照圣经拍  最多算是帮天主教宣传   这剧情自己编的算什么    还可以这样玩      不是什么都可以拿来乱编的,1,N
完全的世俗化了，是好事情。所谓先知不过是有幻听、幻觉。,5,P
发现烂片都很喜欢铺陈各式各样的角色的故事,1,N
1 烂片 2 恶心,1,N
莫妮卡。omg~~难得一见的烂片。。,1,N
这一集剧情还正常发展着……,5,P
帅呆,5,P
猫头鹰是萌物？！,5,P
可能是自己的心太乱了看不下去,1,N
"""living is just the beginning, and so the beginning is over.""",5,P
歌好,5,P
男孩演得很好，迟缓、羞涩、不知所措。流水账般的白描，只是中间的节奏有点乱掉。想起了刚开始工作时的我，但是电影本身对于工作的讨论很浅，意不在此吧。很喜欢最后不断重复的印刷机声，配上男孩空洞迷茫的眼神：没什么激动人心的，也没什么值得愤怒的，发生了的未来到的，都最终湮没在这单调乏味里。,5,P
最近把幾年前的電影又翻出來看，覺得當時沒看出這部電影的精妙。喜歡如此極致乾淨的鏡頭，喜歡那些細節的細微把握，不需要過多的筆調去渲染情感，卻在側面反映出現實的東西，是洗去鉛塵之作。,5,P
令我心仪呀。,5,P
"#BJIFF2019#
意大利新现实主义后期在芜杂的现实中越发敏锐地捕捉生活的闪光，其中一个就是少年好奇而又疑惧的眼神。公司内的取角很讲究，牢牢地将人围困住，尤其上班时的办公室了无生气。度过新的一年，却没能等到心仪的女孩，少年清澈的眼神下，机械喀喀作响，“工作”这才正式开始。
连着看了两部毕业生焦虑电影了，或可做一选题。",5,P
EE-717  至爱,5,P
社会的种种制度不是为小人物而设立的...其目的是为保障执权者的更多利益以及某些聪明人的生存法则,5,P
小清新颜色的历史剧太违和了。,1,N
一口气看了两遍 看哭了 女主一手烂牌 被男友抛弃 没有工作 还有个宝宝要抚养 一点点 变成了个爱情事业双丰收 的大赢家 还有个可爱的美利坚… 加油 送给每个处于低谷期的年轻妈妈 只要热爱并努力着 生活定会给你丰厚的馈赠,5,P
最喜欢的是福尼撞碎玻璃冲进沃尔玛的那个画面，温情的暖人的片子。真的觉得幸福就是家人朋友爱人和孩子，这是废话，谁不希望如此呢~！,5,P
垃圾透顶。,1,N
实在是喜欢,5,P
能不能好好写个剧本拍个电影？不知道导演是不是有过亲生经历，好像是极力想要让观众喜欢上一个根本就是从头到尾彻彻底底的卢瑟。,1,N
我想知道，除了庚饭贡献，这片还有票房可言么,1,N
温情片 娜塔莉很有爱,5,P
"魔宫魅影真的非常不错的，国内惊悚片之最了，其实国内惊悚片本身就不让有鬼，大家没必要因为有没鬼来纠结半天，用有没鬼吓不吓人来判定电影好不好看。
魔宫的3D效果真的很好，制作看得出很用心很精致，特别要说说林心如的演技，细微的眼神表达的太到位了，举手投足的风韵让我惊艳了，人美演技棒",5,P
"抱着烂片的心态，但是给了我惊喜，剧情的推进和反转都不错！林心如这部恐怖片终于有了演技！
画面镜头运用的很好，剪辑也不错，不像很多烂片剪辑的非常生硬。虽然有些地方逻辑是欠缺的，影片整体还是超过了预期！之前看的不错的就是催眠大师了。",5,P
刚看完回来！国产惊悚片少有的大制作，场景超美，主演很用心的演绎，故事完整不拖沓，凄美的爱情故事，精良之作，值得去看！,5,P
昨天看的魔宫魅影，惊悚片来说依然是国内一流水准。剧情不落俗套，故事也比较完整。整个过程有几次大大小小的转折也很耐人寻味。林心如在不同角色之间的切换泾渭分明。感悟：损人是祸，饶人是福，愿你能放下，常驻光明中。,5,P
这部片子剧情很好，恐怖的场景，华丽的特效，主演流畅的演技，最最重要的是情节紧凑，贯穿主线的故事，引人深思的结语，太赞了,5,P
我好像看到了未来的自己  从第一分钟就开始流泪  一直到最后Aaron逃离 心好痛,5,P
男主loser到让人同情不起来。Dana Delany还是美呆。,1,N
我想陈竞存这辈子，都未有住过这么豪华的屋子，还有叶举也不至于这么个白痴法，这个看头还花几千万黑别人，有意思吗？,1,N
好強的立体感，画面生动逼真，林心如每个造型都很美，感觉离得我好近啊，演技棒棒哒，不论是惊恐表情，还是温情眼神都很到位，制作精良，片尾曲也很好听，好棒，有再看欲望,5,P
问我为什么给这部恐怖悬疑（剧情文艺）电影打5星，我不打5星对不起那些给北西2打5星的人。,5,P
鬼神都是人心，鬼神没有人心可怕，烂片，为林心如加一分。,1,N
一部非常唯美动人的惊悚爱情电影。值得一看，,5,P
鉴于大家评分都低，我决定打个5星，这是一个关于救赎的爱情片……夹杂了一些恐怖元素，但是不算多，很到位的3d恐怖特效和寻龙诀可以媲美，相较于朝内又有了很大进步，林心如依旧很美，她真的也是一点也没放弃过国产恐怖片，而且越来越进步，十分看好。,5,P
反黑，这些打一星两星的摸摸自己良心 ，笔仙之流都有个5分多,5,P
大家都是为了紫薇格格去的吧，我发现林心如演的恐怖片票房都不会差…,5,P
=￣ω￣=,5,P
好长时间没看到这么引人入胜的好电影了，音乐很棒，情节也不错,5,P
玩泥巴从小看到大啊。。。。这种主题超新颖的了,5,P
竟然在大巴车上看这么灵异又感人的电影。女猪脚短发很美,5,P
经典的音乐，怀恋逝去的男主角,5,P
事隔这么久才看，确实不一样的故事，很感动。通灵的奥塔很有趣。,5,P
绝对！很棒！,5,P
南美洲从来就没让我失望过！,5,P
"南美的魔幻 
哥伦比亚/2014.6.13",5,P
互飙手风琴那段赞！不闷的公路片。,5,P
"WTF,讲了个啥。。。",1,N
所谓执念，所谓爱。那段唱歌情人的歌真是哀伤并优美着！,5,P
不明所以的吐来吐去。。结局也结的莫名其妙！,1,N
最后将近10分钟没有一句对白所有支线汇到一起的部分不能更赞。浑身鸡皮看完，导演美得太分神了，以及别相信简介。。,5,P
小清新全世界都有，装逼程度难分高下，呆滞无为的晃动，晃不出高潮,1,N
风景太美了，远离俗世的世界尽头，只与天地河谷相连。这一路坎坎坷坷，终于完成心中的使命。,5,P
这片看不懂。打一星，算浪费我生命的代价。,1,N
很邪恶的cult片,5,P
sb,1,N
“谁会忍心伤害一个芭蕾舞演员呢？”“别的芭蕾舞演员”,5,P
太平！,1,N
crap,1,N
玛利亚瓦沃德不愧我女神，美爆了！可惜到处找不到中文字幕听不懂阿听不懂…,5,P
Encounters like this are why life is worth living,5,P
战斗开始升华。,5,P
从这集才开始精彩,5,P
牛气的群殴！,5,P
各种激情战斗场面，处理的很给力啊。便当领的很给力啊。性无能的国王很给力。,5,P
很好看,5,P
我就是想看,5,P
FATE,5,P
剧情第一波高潮~~~50分钟过得很快~~~,5,P
帕金森摄影+意识流导演拍出的妻子死后男主精神崩溃的电影。,1,N
发哥太搞笑了,5,P
我靠，秦昊居然也演这种片,1,N
这个导演是弱智么！？,1,N
额，与张黎的《辛亥革命》有明显的差距...,1,N
超级难看?,1,N
尴尬癌晚期，马上就要倒地身亡那种,1,N
很久没看过这么高质量的恐怖片了！虽然作为从来不怕星人依然没有被吓到，但是比看其他恐怖片稍微能入戏一些，赞赞赞！而且这片挺不按常理出牌的，我们屡次predict娃娃眨眼呀扭头呀教父出车祸之类的全都失败lol,5,P
这片子绝对是个笑话，尤其是在电影院看,1,N
戳动了关于某个人的某个时刻,5,P
losers dont change they just lose.,5,P
很久没看过瘾的恐怖片了。不过结尾居然让善良黑人女做了替死鬼有点不仗义,5,P
如果你他妈的就知道一点中学历史课本上的中国近代史，这种电影那还是不要拍了，历史观一副中学课本也就算了，还有胡拉硬拽的瞎编。感情戏也就算了，还弄得孙文对李大钊言听计从的样子，李大钊见面就称孙文为“革命先行者。”这是在诅咒孙早死吗？,1,N
最后在巴士上的那一笑，我忍不住痛哭起来……两个相爱的人，怎么能那么容易做回朋友？,5,P
女方邀请前男友参加婚礼，这是多么自私的一件事情啊,5,P
这是一部挺神经质的影片，但是却真切的发人深思。其中有一段，女主角找不到教舞蹈的工作不得不在前台任职，女主角的幻想中，她就这样在前台看着朋友怀孕，生小孩儿，小孩儿长大，小孩儿在生小孩儿，一成不变的就是她在前台工作。。。。这是多么可怕多么悲伤的无奈的选择和人生,5,P
竟然可以把如此野蛮的主题表达得荒诞且轻柔,5,P
"要看过国产其他鬼片就不会打那么低分了
",5,P
比上次的京城81号好多了。有进步就值得鼓励,5,P
很早以前在电影频道看过，记住了沃尔玛。,5,P
Natulie Portman 对人生的思考,5,P
很简单的一部电影，很不一样的人生，平凡人物生活是如此不同，可又是处处充满温情。,5,P
浪漫指数太高。成年的四百击。,5,P
势必是今年观影十佳之一。摄影简约流畅，在其中突然明白了影像运动的意义。文本表达手法非常高级，将故事讲解的复杂度降到最低，影像语言有无限被填满的空间。瘦而不柴，丰而不腴。,5,P
4星半。,5,P
林心如的惊悚大片，一定要看哦！支持，票房大卖。,5,P
不错的一部惊悚包装下的爱情文艺片~单爱情部门来讲，比北西更值得一看,5,P
非常棒的电影，故事饱满丰富，演员演技爆棚，值得一看,5,P
确实不错，值得一看，尤其是服装和道具，有爱情片的味道,5,P
看后，感觉还是不错滴，视觉效果比81号进步不少，演员演得无话可说，棒棒哒,5,P
很有感染力的新现实主义，初入社会的纯洁与单调压抑的社会对比很有震撼力。喜欢在这六十年代的片子里就已看到了对物欲贪婪社会的反思。长镜头很好，但觉得几个其他人物的片段剪得又多余又凌乱，主题其实一直集中在他一个人身上就很好。手持POV的几个镜头效果挺自然，在那个年代应该算文艺。,5,P
写实主义影片，导演奥尔米的处女作，还原了一个小职员普通生活和工作的心里真实。看完想到了现在的我，我和主人公是一样的眼神，稚气未脱又充满了恐惧的脸庞。在城市中生活，为了得到一份微薄而稳定的工作，按部就班战战兢兢地在它的规则下奋斗着，不知不觉地地变得机械、教条、生硬、了无生趣。,5,P
没办法，都是这么过来的，这就是人生啊,5,P
很好,5,P
超级想看，超级超级超级超级超级超级超级超级超级超级超级,5,P
3D毁全部,1,N
好看！,5,P
灵媒好可爱 哈哈~ 我靠！ Patrick Swayze（男主角）竟然去年真的去世了 默哀...愿他上天堂^_^,5,P
The furthest you are my most recent love.,5,P
"高中那晚没看完 ,是因为明天要上学  ， 终于又看完了  开心的电影",5,P
为了骗保为了金钱，真是什么点子都想出来了。影片创意不错，很有黑色幽默味道。与另一部影片《黑色之家》有点像，都是讲诉骗保的，不同的是后者血腥惊悚，前者诙谐幽默。,5,P
结局震撼,5,P
初中某个周五看的，不太喜欢,1,N
史上最烂之多啦A梦剧场版！！,1,N
无聊,1,N
差评，啥都看不到，就是不断在对话,1,N
好看，老牛吃嫩草的内容终于看完了，之前没有字幕的快播版本，可以忘却了。（有了DVD?影碟）,5,P
好看的话唠片，非常的文青范儿和超现实气质，荒唐的设定成全了两人间这个完全由欲望驱动的故事，而且微妙地代入了观众的心理变化。赞那部编造出来的电影（前面都是废话反正妹子让我看爽了……,5,P
很炫。浓艳的色彩，教科书式的构图，南美风光，当然还有原味音乐。,5,P
充满跳动的音符。,5,P
"很好,精彩",5,P
这部片子很精彩啊，里面很多笑料、打斗场景都令人难忘，搞笑场景让人从头笑到尾。总之作为一部商业动作片，应该称得上经典了。,5,P
其实发哥的电影里，老虎出更是我刷最多的，电视台一有重播就会看?一口气吞12个生鸡蛋,5,P
我地警方派出两名勇探破获呢个国际贩毒集团，呢间事由我亲自策划，可以顺带提提你的名字，准备记者招待会啦。,5,P
发哥一出场就器宇不凡啊，先是一口气吞了十几个鸡蛋秒杀众人，片刻之后就被人抢指脑袋吓尿了裤子。蛮好玩的一个片子，利智真是人间胸器……,5,P
所以，安娜贝尔怎么就成怪物了？,1,N
同招魂相比，本片真是一无是处。糟烂的剧本，想怎样就怎样的情节，温吞如水的节奏，毫无水平的氛围营造，简直是给招魂丢脸！,1,N
一点也没感觉这片子烂在哪,5,P
又看烂片！又看烂片！,1,N
还能再烂点么。。,1,N
看了40分钟后直接跳到结局，不明白这个电影存在的意义，想打人。,1,N
就是《阿牛》的电影版?  “历史一刻将旧伴侣转送别人，我说，别伤心，仍能恰当大方去做人。…不开心，就是不甘心！想过抢新娘，我差点讲真。”,5,P
有韩庚 田亮 何洁之流 1分妥妥的,1,N
一无是处，陈炯明看起来真儒雅,1,N
我草你大爷，给我看尿了,1,N
真心看不下去,1,N
为什么觉得这个爱情 这么恶心呢  总之就是不待见宋庆龄，以至于讨厌孙中山~~~所有的星星给张峻宁的小蒋,5,P
雷的外焦里嫩,1,N
很差的历史题材片子，这种老套的写法令人作呕！,1,N
无聊,1,N
我想给零分，可是最低是一颗星。。。我TM觉得这是灾难片。。。胡彦斌啊~杀人不偿命啊,1,N
1913年的二次革命，我貌似听到了战机空投炸弹的声音。邱心志的胡子太假了；李钧烈那演员忒不专业了，报告个战报向小兵一样跌跌撞撞；勿喷，还有就是胡彦斌太猥琐了。,1,N
李晟、何洁。天a！,1,N
额，韩大爷还是给片配个音吧。。。囧死了,1,N
いたい女。,1,N
无奈，生活就是这样……,5,P
因为wal-M的戏份加分，虽然是俗套励志和爱情，但节奏感和女护士的感情线都挺特别的，打五分，剧本挺禁得起琢磨。,5,P
就喜欢这种细腻平静的电影,5,P
The life could change every breath you take...,5,P
"Lord gives us obstacles,but life goes on. 有关真心，有关勇敢。娜塔丽波特曼真美。",5,P
the life could change every breath you take,5,P
难看,1,N
不知道要从那里吐槽起来,1,N
无力吐槽的片子，因为如果真要吐槽，短评是绝对不够的。只说优点吧：场景服装道具都花心思了，也砸钱了。我没能猜到最终大结局，赞一下。没了。,1,N
林心如挺美的，音乐挺好听的。剩下的，一言难尽。只能说我不想承认我在电影院看过这部电影。,1,N
哈哈哈哈谷阿莫观光团标记一下,1,N
还不如81号,1,N
"临毕业看这个真致郁
She's so cute. But it won't help.",5,P
平实，自然。有情。有味。有人物，有故事，有细节，有留白。完美的现实主义杰作。,5,P
Ermanno Olmi，不等BJIFF了，先看一部为敬。没想到那么那么好！,5,P
剧作与导演的双榜样。心理的波动通过环境细节的反打精确的传达，很容易触动有情感经历的心灵，导演在此一定是深有体会的。对照平庸的作品，在这个方面一定是唠唠叨叨的内心独白。,5,P
多么实在的生活写照啊，前半段小年轻刚刚步入社会，对生活还有不切实际的幻想，没事干YY着喜欢的女孩，后半段就终于逐步浸入了现实。跨年晚会上一脸失落的模样，到头来还是喝起了小酒享受了起来，生活其实无非就是这样，也许再过20年他也是抢办公桌的人之一。没有批判，没有怜悯，不怎么坏，也好不到哪去，这就是生活。,5,P
选择，摆在这里，只言片语让保鲜期变成了保修期，新年会就剩嘴杂，淹没调羹把我放后面列，坐过去点虽然灯还未灭，掉线时间却寄情杯盖，总有什么了，等也等不来。,5,P
重看发现这片太好玩啦hhhhhh,1,N
??????*??*??????-??-??????*??*?-??-?，基本上要告别眼睛了。CC并不是逐个都能补的。,1,N
搞不懂松竹为什么会投拍这种垃圾。,1,N
史上最差的多啦A梦剧场版！不知所云,1,N
这创意选题很感兴趣,5,P
童年回忆了,5,P
考试之后放松必看,5,P
时隔多年终于看完这部电影了,5,P
没有字幕的拉美风情片，读读流浪情怀，寻寻爱的归途,5,P
承载着沧桑与回忆的老者，穿过喧嚣，流离时光，带着我们一起开始旅程,5,P
诗意电影，看到了马尔克斯的影子,5,P
简单孤独的美,5,P
管他看懂看不懂！看着爽就是好电影！,5,P
剧情真烂,1,N
这个不是一点点难看的,1,N
比屎都难看。,1,N
烂片,1,N
那個...導演啊...麻煩你出來講解一下，這電影它講了什麽玩意兒,1,N
2012 SUNDANCE film festival 找了好久的电影名字，女主耐看，故事基调很喜欢。西班牙电影希望有翻译的版本。,5,P
号称自己是 Sons Of Anarchy meets The Exorcist的烂片，不仅莫名奇妙还各种效仿其他片子的细节，没有新意也没有focus的点。连哪个是男1号都模糊不清。,1,N
不知所云,1,N
真的没看懂！这什么电影呀！我怎么能看完呢！,1,N
千万不要看室友推荐的电影哟！！！！！,1,N
我这一星是送给剧务人员的，而且是为了醒目，大家还是不要浪费时间去看这部电影了全篇1小时28分，我不知道这是什么剧情，不知道表达什么。烂到极点。浪费了暴力控这个名字。,1,N
上帝与我们同在,5,P
终于找到这部电影了，小时候看得，虎胆龙威和终结者的跟风结合。,5,P
无茮。。,1,N
很久没看过这样的烂片了,1,N
我居然看完了……我是有多无聊……,1,N
5 for fighting,1,N
搞笑超人学校系列,5,P
山寨俗套，浪费时间,1,N
不多说了，导演，编剧，以及其他玩票者们，希望你们干玩这票就回家吧，别出来害人了。,1,N
